time,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,torq_0,torq_1,torq_2,torq_3,torq_4,torq_5
14:54:06.098036,2.2945924319642998e-11,0.6439975001320793,-0.002621560620270783,-3.140013582781548,0.9348750372299754,0.0015784949389753195,-3.0945547278974843e-09,-0.0005804471992757326,3.0053042367323562e-05,-8.416167617746894e-08,-0.00020175913233365372,3.2360488850413676e-07,6.299860791481944e-07,-48.62667567221371,-39.97196170996157,2.520500929252419e-07,0.0007754015549531068,-4.093896292685068e-08
14:54:06.103100,1.1051643950647509e-11,0.6439953425413447,-0.0026214425064071665,-3.1400135830949965,0.9348742945924913,0.00157849613674731,-2.8546272885589176e-09,-0.0005178217763239616,2.8347327267972885e-05,-7.522757207814408e-08,-0.00017823299620552124,2.874652777305612e-07,5.832132095724681e-07,-48.62806011281975,-39.97476055806023,2.4651014199582756e-07,0.0007674850607933783,-3.874175056643709e-08
14:54:06.108049,6.94969036451829e-14,0.6439934362101059,-0.002621331360386209,-3.140013583372975,0.934873645546454,0.0015784971923017235,-2.6357152912805583e-09,-0.0004575194973148525,2.6675045029818725e-05,-6.671484496218431e-08,-0.0001557710489390185,2.5333305920471297e-07,5.410395339534922e-07,-48.63145882291119,-39.97934715395685,2.391091647741526e-07,0.0007550113609234236,-3.6351942036282175e-08
14:54:06.113000,-1.008024327437121e-11,0.643991768569374,-0.002621227035596558,-3.140013583617531,0.9348730846973441,0.0015784981148912337,-2.4359376427239343e-09,-0.0004002337756381126,2.5037949516222915e-05,-5.869337247932415e-08,-0.00013460378639458884,2.2142148243938723e-07,4.995869923396101e-07,-48.63641729277879,-39.98528787962018,2.303198237052302e-07,0.0007391110865746827,-3.3834665647574304e-08
14:54:06.117681,-1.946327430361077e-11,0.6439903249520111,-0.0026211293732178492,-3.140013583830885,0.9348726059710551,0.0015784989143358048,-2.2519274470174945e-09,-0.00034646816708665956,2.34389708901675e-05,-5.120499103713184e-08,-0.0001148943093377125,1.918666970553837e-07,4.6237288104290926e-07,-48.6425386602493,-39.9922068008922,2.205894959040547e-07,0.0007207498996706045,-3.1256714406063216e-08
14:54:06.122484,-2.813770411234136e-11,0.6439890892718705,-0.0026210381985094645,-3.140013584015374,0.9348722028677793,0.0015784996007514151,-2.0818631540953417e-09,-0.00029656323375466115,2.1881930012290773e-05,-4.427731527438671e-08,-9.674478621415558e-05,1.6473974649545102e-07,4.271301163048283e-07,-48.64948013071574,-39.9997814733706,2.1026632402344e-07,0.000700764359740921,-2.866413817626789e-08
14:54:06.127466,-3.6157997654372574e-11,0.6439880446008283,-0.0026209533194593688,-3.1400135841734205,0.9348718686777019,0.0015785001842906457,-1.924870450087491e-09,-0.0002507210501287334,2.037097202296778e-05,-3.793119774451366e-08,-8.020561858432251e-05,1.4004941533147505e-07,3.9258355980280113e-07,-48.65694910288163,-40.00773893498184,1.9963245920580338e-07,0.0006798624259835887,-2.610195032215668e-08
14:54:06.132390,-4.356924923270957e-11,0.6439871736513414,-0.0026208745268098284,-3.140013584307417,0.9348715966383454,0.0015785006749895892,-1.778700378800879e-09,-0.00020902787685073143,1.8910235889717936e-05,-3.2159150092297506e-08,-6.528944555820454e-05,1.1776774645327746e-07,3.6175610484889635e-07,-48.66469936747698,-40.0158516108627,1.889867768893138e-07,0.0006586186749332514,-2.3608462877682183e-08
14:54:06.137189,-5.0414623854393475e-11,0.6439864591734905,-0.002620801594872553,-3.140013584419744,0.9348713800888525,0.0015785010825864767,-1.6428899092041378e-09,-0.00017147468420357706,1.7503664946058595e-05,-2.6958521840007345e-08,-5.197187830208519e-05,9.782325300282624e-08,3.3164702816930923e-07,-48.67252668332929,-40.02393269853867,1.7848858194606983e-07,0.0006375211688303448,-2.1206164992500464e-08
14:54:06.142001,-5.673109168421906e-11,0.6439858842754805,-0.0026207342834419192,-3.1400135845126913,0.9348712125703865,0.0015785014164228877,-1.5159522791581404e-09,-0.00013797552240557565,1.6154743352120304e-05,-2.230734386063528e-08,-4.020443183927122e-05,8.012073861394381e-08,3.0446339779313873e-07,-48.68026481964391,-40.031832162902845,1.6833520394800163e-07,0.0006169455547169058,-1.892098295129919e-08
