time,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,torq_0,torq_1,torq_2,torq_3,torq_4,torq_5
15:07:04.190673,-1.1561256653729524e-10,0.6439861171369867,-0.002620131078146136,-3.1400135846474773,0.9348717099620243,0.001578501823357232,-1.3568313039506785e-10,1.2560122595393908e-05,6.565476943515974e-07,3.8716192168655717e-10,5.099834714087509e-06,-1.943977277613887e-09,2.125296038030862e-08,-48.749274054978656,-40.098534498415695,8.468433666932523e-08,0.00044637701577266526,-2.496773249757362e-10
15:07:04.195086,-1.1611440509063255e-10,0.643986163092294,-0.0026201287220384444,-3.140013584646073,0.9348717285057783,0.0015785018167703876,-1.204412528009556e-10,1.102927373920412e-05,5.654658459895018e-07,3.3699656695363876e-10,4.45050094287705e-06,-1.5808426184914692e-09,1.8912299517222925e-08,-48.74916229432011,-40.09839252271199,8.476529310396221e-08,0.00044679045924294903,-1.8387125822881227e-10
15:07:04.199672,-1.1656079506282673e-10,0.6439862029882417,-0.0026201266946761365,-3.1400135846449215,0.9348717445180352,0.001578501811658482,-1.0713359332660308e-10,9.575027462079e-06,4.86566953913567e-07,2.7638553204173844e-10,3.842941674679634e-06,-1.2268573754299888e-09,1.6052645244392432e-08,-48.74901050538385,-40.098216003805064,8.487550498915676e-08,0.0004472921889556509,-1.3520670295494617e-10
15:07:04.204376,-1.1695710930656733e-10,0.6439862372018726,-0.0026201249510505674,-3.1400135846440294,0.9348717581836599,0.0015785018079564255,-9.511541849774596e-11,8.211271422552124e-06,4.184701365775312e-07,2.141113987022829e-10,3.2797499139140818e-06,-8.884935674357782e-10,1.4396598107436922e-08,-48.74882938589738,-40.09801506048524,8.504004923292761e-08,0.00044784921449807615,-1.0201417699725636e-10
15:07:04.209340,-1.173070651416028e-10,0.6439862661491548,-0.0026201234512760337,-3.140013584643379,0.9348717696933907,0.0015785018055851348,-8.398940040851726e-11,6.947347719540864e-06,3.599458880450962e-07,1.5608063130248713e-10,2.7623354009985446e-06,-5.691097788070986e-10,1.3479866037059335e-08,-48.74862814995328,-40.0977983250048,8.52391683760721e-08,0.00044844063623139687,-7.803562703921127e-11
15:07:04.213942,-1.1761868120401527e-10,0.6439862902693603,-0.0026201221600976954,-3.1400135846429915,0.9348717792520046,0.0015785018044184346,-7.47878549789904e-11,5.788849313518446e-06,3.098828011798005e-07,9.300950978567333e-11,2.2940673367610742e-06,-2.8000804876382153e-10,1.0588802870737243e-08,-48.748414451586925,-40.097572915553,8.54223280177538e-08,0.00044905744225656144,-6.118430111418966e-11
15:07:04.218623,-1.1789449643577483e-10,0.6439863100122475,-0.002620121046991001,-3.1400135846428388,0.9348717870536075,0.001578501804336213,-6.619565562229606e-11,4.738292928872789e-06,2.671456066517114e-07,3.661453992510324e-11,1.8723846896932794e-06,-1.9733190247312772e-11,1.0134232490421553e-08,-48.74819489132006,-40.097344981965,8.564621176818185e-08,0.0004496703929373903,-5.50536239779179e-11
15:07:04.223478,-1.1813777648954749e-10,0.643986325826539,-0.0026201200850432533,-3.140013584642886,0.9348717932875942,0.0015785018052240968,-5.83872129054376e-11,3.7954299617441734e-06,2.308674593876764e-07,-1.1254984039210398e-11,1.4961568104016054e-06,2.130921044002712e-10,9.325927085676192e-09,-48.7479748682833,-40.09711937652727,8.587255663361283e-08,0.0004502738212688096,-5.0289733885078405e-11
15:07:04.227917,-1.18354049545708e-10,0.6439863381517066,-0.0026201192509287107,-3.1400135846431256,0.9348717981427848,0.00157850180694514,-5.190553347852135e-11,2.958040214374319e-06,2.0018749028252736e-07,-5.754820488283177e-11,1.1652457501572233e-06,4.130504007132229e-10,7.448802618458022e-09,-48.74775864776766,-40.09689996708948,8.607454901901111e-08,0.00045086259738539187,-4.8863994553702855e-11
15:07:04.232661,-1.1854456870326646e-10,0.6439863474112677,-0.002620118524783381,-3.140013584643517,0.9348718017908463,0.001578501809379585,-4.572459781403372e-11,2.2222946703051583e-06,1.7427487907818728e-07,-9.392212179569698e-11,8.755347611841269e-07,5.842668221927921e-10,7.457763474566938e-09,-48.74754973098976,-40.096689883059675,8.629421645813219e-08,0.00045141922394634204,-5.273494637135181e-11
15:07:04.237283,-1.1871405776422936e-10,0.6439863540074744,-0.002620117889621859,-3.1400135846440675,0.9348718044031653,0.0015785018123829352,-4.067737463109182e-11,1.583089609853705e-06,1.5243876527563927e-07,-1.3220504931684557e-10,6.269565644319297e-07,7.208040368530543e-10,5.853667063185194e-09,-48.747350686366815,-40.096491309186604,8.646927214934027e-08,0.00045195073279310924,-5.624905101697368e-11
15:07:04.242040,-1.188644177228277e-10,0.6439863583171023,-0.002620117330631748,-3.1400135846447275,0.9348718061280692,0.0015785018158538152,-3.608639006360427e-11,1.034310693929369e-06,1.3415762663976372e-07,-1.5842380184127088e-10,4.1397693991210294e-07,8.330111909572832e-10,5.479967701499154e-09,-48.74716352272714,-40.09630589616514,8.66731060295526e-08,0.0004524386422861525,-6.264198261665086e-11
15:07:04.246601,-1.1899809262267774e-10,0.643986360689654,-0.0026201168355850695,-3.140013584645483,0.9348718071072248,0.0015785018196787487,-3.208197596401362e-11,5.694124078116369e-07,1.188112028656374e-07,-1.8131063699903757e-10,2.3499736605606114e-07,9.179840443771978e-10,4.815271697566477e-09,-48.74698950666635,-40.09613469224381,8.68379541334105e-08,0.00045289175890523273,-6.750950197747964e-11
