step,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,tau_meas_0,tau_meas_1,tau_meas_2,tau_meas_3,tau_meas_4,tau_meas_5,tau_no_contact_0,tau_no_contact_1,tau_no_contact_2,tau_no_contact_3,tau_no_contact_4,tau_no_contact_5,tau_ext_0,tau_ext_1,tau_ext_2,tau_ext_3,tau_ext_4,tau_ext_5,F_ee_x,F_ee_y,F_ee_z
31,-1.1997430593869128e-10,0.6439863062089131,-0.0026201122898170666,-3.140013584659589,0.9348717882603786,0.001578501880840084,-4.717060118174842e-12,-5.187345051525794e-07,2.8640186423845027e-08,-7.61249993637826e-11,-1.718420771963658e-07,4.094385091249963e-10,1.31991151070349e-11,1.434659436999608e-05,-4.0177671772889667e-07,1.8083774069670676e-09,5.294208927086874e-06,-1.1183556341740584e-08,1.0170395396822093e-09,-48.74585990663285,-40.095071457816395,8.78528067107033e-08,0.0004556682519291157,-6.351535183596043e-11,2.760994702764203e-10,-48.745849835516026,-40.095076276716675,8.783728672687156e-08,0.0004556589226161407,-5.7697151301342565e-11,-7.409400694057889e-10,1.0071116825827175e-05,-4.8189002797016656e-06,-1.551998383173994e-11,-9.329312974980328e-09,5.8182005346178615e-12,1.8898409057584684e-05,-3.2369821781707653e-10,-1.238127479618031e-05
32,-1.199937312045464e-10,0.6439863042965921,-0.002620112177458247,-3.140013584659875,0.9348717876362833,0.001578501882351919,-4.662063805228863e-12,-4.58957028610929e-07,2.696611676664129e-08,-6.859009350141981e-11,-1.4978287333350382e-07,3.628403577010772e-10,1.9234406013064043e-10,1.3655426229775003e-05,-4.0031431711162746e-07,2.790699453751773e-09,4.705082579381514e-06,-9.862616651102815e-09,1.5646424240790618e-10,-48.74586298218082,-40.095075720402534,8.783705704442781e-08,0.0004556585170804354,-5.760716638397228e-11,1.6806684429556431e-09,-48.745856088196675,-40.09508199666206,8.784133810039751e-08,0.00045564010872956506,-5.4481687451251775e-11,1.524204200547737e-09,6.893984142664067e-06,-6.276259526316608e-06,4.281055969705233e-12,-1.840835087032859e-08,3.125478932720503e-12,1.7060770351272795e-05,9.528044841131833e-10,-9.927706732189e-06
33,-1.2000981716380203e-10,0.6439863026213445,-0.0026201120720493283,-3.140013584660112,0.9348717870938734,0.0015785018836925277,-3.8606302213511944e-12,-4.0205941932019984e-07,2.5298140445342843e-08,-5.696217911078743e-11,-1.3017836258608084e-07,3.217461216548155e-10,-1.1647658558379263e-11,1.2830133494790008e-05,-3.8119614048648387e-07,1.3136173651119055e-09,4.721369355475957e-06,-9.566662083283946e-09,1.5624541432195767e-09,-48.74586771934266,-40.09508146319575,8.784113490261126e-08,0.0004556397524899024,-5.440131873400196e-11,6.294730102060261e-11,-48.745863397378514,-40.0950886324283,8.781330682815611e-08,0.00045562655226670637,-4.743021236252799e-11,-1.4995068421989742e-09,4.321964148346069e-06,-7.169232553394522e-06,-2.7828074455152367e-11,-1.3200223196029471e-08,6.9711063714739674e-12,1.5171837973258965e-05,-7.742268461202197e-10,-7.799310137984204e-06
34,-1.2002610533935208e-10,0.6439863011688423,-0.0026201119732583984,-3.1400135846603265,0.9348717866334318,0.0015785018848670487,-3.909162132011108e-12,-3.486005297585748e-07,2.3709823193315827e-08,-5.1488773422821155e-11,-1.1050599027159769e-07,2.818850296411324e-10,8.757249573389696e-11,1.1934062839613624e-05,-3.784521604432989e-07,1.8019434341464032e-09,4.1962404101481e-06,-8.679231155387518e-09,-3.495110163754227e-11,-48.7458735860434,-40.09508812260176,8.781313014630337e-08,0.0004556262422271605,-4.735892391699496e-11,8.326061898148938e-10,-48.745871488848245,-40.0950960053104,8.781092328564328e-08,0.00045560510571536966,-4.5425840865146246e-11,8.675572914524361e-10,2.0971951570913916e-06,-7.882708644046943e-06,-2.206860660087862e-12,-2.113651179086332e-08,1.9330830518487174e-12,1.3460765736628614e-05,5.610169511194058e-10,-5.932006694985812e-06
35,-1.200408731590734e-10,0.6439862999235286,-0.0026201118810378183,-3.14001358466051,0.9348717862458417,0.0015785018858908886,-3.5442767331198707e-12,-2.9887526792685137e-07,2.2132939191468748e-08,-4.3980675780544475e-11,-9.302165522931394e-08,2.457215664936844e-10,7.497307375323693e-11,1.0979625413853888e-05,-3.694944850085591e-07,1.4036740462997598e-09,3.88325552047597e-06,-7.98002548806423e-09,7.335029726303891e-10,-48.74588032221745,-40.09509551823041,8.781077135758084e-08,0.0004556048396509946,-4.536245749233925e-11,7.217339422508732e-10,-48.74588005256051,-40.095103788439005,8.779622288821345e-08,0.0004555853255407232,-4.0584552011013943e-11,-1.1769030379515813e-11,2.6965694388536576e-07,-8.270208596172779e-06,-1.4548469367391422e-11,-1.9514110271364078e-08,4.7779054813253035e-12,1.17775586057176e-05,5.2828738828503683e-11,-4.299809021263547e-06
36,-1.2005433936293097e-10,0.6439862988688335,-0.002620111795232073,-3.140013584660669,0.9348717859256691,0.0015785018867761863,-3.231888925814717e-12,-2.5312682870246017e-07,2.059337883726642e-08,-3.813203392096214e-11,-7.68414238939974e-08,2.1247146029341676e-10,7.133273112473481e-11,9.995210864810478e-06,-3.5326521707901293e-07,1.701860677123107e-09,3.4324513847883154e-06,-6.8639360617820874e-09,6.318941297646811e-10,-48.74588762532254,-40.095103325041734,8.779609016678152e-08,0.00045558509990650743,-4.052873957057067e-11,6.817073375658027e-10,-48.74588882920828,-40.09511174794337,8.778984853510736e-08,0.00045556361634590474,-3.644274611329601e-11,4.9813207801121583e-11,-1.2038857448715135e-06,-8.422901636606639e-06,-6.241631674166197e-12,-2.1483560602698036e-08,4.0859934572746605e-12,1.0200504783376577e-05,7.973269854126092e-11,-2.9066183727878126e-06
37,-1.2006656715131762e-10,0.6439862979876664,-0.0026201117155594043,-3.140013584660798,0.9348717856650877,0.0015785018875423185,-2.9346692127949884e-12,-2.1148011676574985e-07,1.912144043277053e-08,-3.104094776628253e-11,-6.253954312404608e-08,1.8387172670265807e-10,7.269925479637466e-11,9.023940122643292e-06,-3.490145826512414e-07,1.0696534047502544e-09,3.130331553136134e-06,-6.5031407716536e-09,5.997954360561376e-10,-48.7458952422104,-40.095111308587185,8.77897377578208e-08,0.00045556342787052723,-3.639369778141149e-11,6.783794387855087e-10,-48.7458975819991,-40.095119701616994,8.77729093356105e-08,0.0004555436161419957,-3.286978479081836e-11,7.858400272937113e-11,-2.339788700567169e-06,-8.393029808928532e-06,-1.6828422210300036e-11,-1.9811728531533065e-08,3.5239129905931355e-12,8.779485563243332e-06,8.851475538848778e-11,-1.7601652671168473e-06
38,-1.2007753279986404e-10,0.6439862972631648,-0.002620111641946017,-3.1400135846609087,0.9348717854588523,0.001578501888195549,-2.6317556511434274e-12,-1.7388036625473613e-07,1.7667213005057025e-08,-2.6584058579823136e-11,-4.9496494985978856e-08,1.5677530682076807e-10,2.9315573412649394e-11,8.05258080383009e-06,-3.272574611301593e-07,7.682374959165454e-10,2.8374065888514544e-06,-5.914224484497924e-09,6.040118699489838e-10,-48.74590293924673,-40.095119285933,8.777281587811149e-08,0.0004555434612281324,-3.2826810285142636e-11,3.244092210050276e-10,-48.74590619130534,-40.095127489951544,8.776031250377723e-08,0.00045552414752069906,-2.933835208289543e-11,-2.7960264894395615e-10,-3.2520586046302924e-06,-8.20401854184638e-06,-1.250337433425852e-11,-1.9313707433322395e-08,3.488458202247205e-12,7.410194579846838e-06,-1.2179332278654417e-10,-7.592273662902519e-07
39,-1.2008798949748316e-10,0.6439862966784651,-0.0026201115740141826,-3.140013584661006,0.9348717853018774,0.0015785018887461018,-2.5096074285907215e-12,-1.4032794623877742e-07,1.6303640250348028e-08,-2.3383069013504197e-11,-3.767396753243113e-08,1.3213270480202672e-10,5.877162345124606e-11,7.1251628813717716e-06,-3.1429426478046807e-07,1.1500608847409347e-09,2.3828323156283027e-06,-4.976215678127553e-09,2.57727767912543e-10,-48.74591059543086,-40.09512709881846,8.776023552584011e-08,0.0004555240228525267,-2.930085585215782e-11,5.451055740308756e-10,-48.74591447765339,-40.09513499883619,8.77563074710463e-08,0.00045550334454211647,-2.661472871193972e-11,2.873778061183326e-10,-3.882222536333302e-06,-7.900017727990871e-06,-3.928054793815023e-12,-2.0678310410217164e-08,2.6861271402181025e-12,6.224955492932226e-06,1.941174723311437e-10,1.6310346141190962e-08
40,-1.2009742585441738e-10,0.6439862962174661,-0.002620111511538846,-3.1400135846610833,0.9348717851862711,0.0015785018892102622,-2.2647256642105296e-12,-1.1063976756639504e-07,1.4994080813762745e-08,-1.859114866041697e-11,-2.7745499550646535e-08,1.1139847280982858e-10,4.344174196013216e-11,6.230563911469034e-06,-2.9050348335224463e-07,1.2222082802207032e-09,2.025520359771882e-06,-4.102849307041981e-09,4.815322645295544e-10,-48.745918031274904,-40.09513463128266,8.775624489659394e-08,0.000455503246888732,-2.6582122251540607e-11,4.1402934047139836e-10,-48.74592237643806,-40.095142133111345,8.77483392177405e-08,0.00045548450306136137,-2.2801584967177207e-11,-6.750292405815605e-11,-4.345163155505816e-06,-7.501828683587064e-06,-7.905678853439178e-12,-1.8743827370640634e-08,3.7805372843634e-12,5.111253967592255e-06,-1.3128423946424861e-11,6.717743168892745e-07
41,-1.2010610801444256e-10,0.6439862958646365,-0.0026201114541069726,-3.1400135846611397,0.9348717851058301,0.0015785018896031925,-2.0837184060433123e-12,-8.467908460194074e-08,1.3783649633128392e-08,-1.3498614159497373e-11,-1.930583138493036e-08,9.430326736382033e-11,5.314134251128752e-11,5.411960617984768e-06,-2.8806880547627145e-07,3.544363947846109e-10,1.8297790041477136e-06,-4.1724023064695914e-09,3.5666864644542846e-10,-48.74592517754231,-40.095141789035736,8.774828970528848e-08,0.00045548442896660907,-2.2773414276350065e-11,4.772491335602189e-10,-48.74592976013398,-40.0951488343909,8.773077289895443e-08,0.0004554683605889185,-2.0645691175109827e-11,1.2058048711479043e-10,-4.582591671464797e-06,-7.045355161494626e-06,-1.751680633405817e-11,-1.6068377690589032e-08,2.1277231012402385e-12,4.190438426111203e-06,8.877607218833303e-11,1.1311125940124999e-06
42,-1.201138675817158e-10,0.6439862956057646,-0.002620111401676294,-3.14001358466119,0.9348717850571562,0.0015785018899236853,-1.8622961455796143e-12,-6.212924869367087e-08,1.2583362943643928e-08,-1.2021795847894827e-11,-1.1681752200981554e-08,7.691825775353036e-11,3.203670433643812e-11,4.619999680322007e-06,-2.558949460662596e-07,1.0682652467697631e-09,1.4404996070971343e-06,-3.0148542288967878e-09,4.2448361244317174e-10,-48.74593190322502,-40.09514851250234,8.773073419585402e-08,0.000455468306920901,-2.0621320760530084e-11,3.038736239511298e-10,-48.74593666214643,-40.095155045030495,8.773199415108049e-08,0.0004554511031595265,-1.7752665854914926e-11,-1.2060998849204195e-10,-4.758921406278205e-06,-6.532528153968542e-06,1.259955226465053e-12,-1.7203761374523247e-08,2.8686549056151584e-12,3.2671698032709397e-06,-5.250073536824307e-11,1.556281024654396e-06
43,-1.2012107095620544e-10,0.6439862954271011,-0.0026201113536882354,-3.1400135846612214,0.9348717850334909,0.0015785018901918369,-1.7288098775111221e-12,-4.287925002566251e-08,1.151713400170118e-08,-7.570690653020814e-12,-5.679670504743495e-09,6.435636513312708e-11,4.536912206140484e-11,3.924856070980365e-06,-2.558258421769821e-07,3.3493744643021614e-10,1.2645467073468808e-06,-3.0538966033734002e-09,2.567229682042638e-10,-48.745938233725845,-40.09515474619059,8.773196428730658e-08,0.00045545106723406706,-1.7731736362859132e-11,3.976225441999703e-10,-48.745942948199044,-40.095160750669095,8.77169893039095e-08,0.00045543725114998416,-1.5812545660238692e-11,1.4089957599570648e-10,-4.714473199385338e-06,-6.004478507293243e-06,-1.497498339708794e-11,-1.3816084082894121e-08,1.91919070262044e-12,2.5892911794872208e-06,9.221432919589451e-11,1.7698105840647854e-06
44,-1.2012748667232595e-10,0.6439862953165774,-0.002620111310141598,-3.140013584661247,0.9348717850317795,0.0015785018904069692,-1.5397718689219353e-12,-2.652568306324432e-08,1.045119299263042e-08,-6.17511795956158e-12,-4.1072589079815813e-10,5.163179595240458e-11,3.1051137984931286e-11,3.2650419493074345e-06,-2.3000837442999078e-07,6.014393516095944e-10,9.927353555871932e-07,-2.3628993862457107e-09,3.5385934476823985e-10,-48.745944031913076,-40.0951604725604,8.771696711652368e-08,0.0004554372300950092,-1.5794574937763153e-11,2.7792318633292445e-10,-48.745948705210616,-40.095165929730925,8.771431384039716e-08,0.0004554234795529668,-1.3641700479944919e-11,-7.59361584353154e-11,-4.673297539170562e-06,-5.457170523470722e-06,-2.6532761265223827e-12,-1.3750542042403457e-08,2.1528744578182337e-12,1.8819619698268282e-06,-3.422257127062137e-11,1.995327994242526e-06
45,-1.2013336330618978e-10,0.6439862952627384,-0.0026201112705881613,-3.1400135846612622,0.9348717850473031,0.001578501890581079,-1.410392127318055e-12,-1.2921341607796677e-08,9.492824765838792e-09,-3.6691206611882705e-12,3.72567142414848e-09,4.178638184304745e-11,3.353533657636954e-11,2.684234513827821e-06,-2.184654503134542e-07,2.8977295335377157e-10,8.151841968118134e-07,-2.1699014736724018e-09,2.389550850300528e-10,-48.745949374518005,-40.09516567329672,8.771430110105223e-08,0.00045542347106227143,-1.3626365241840234e-11,2.8933239109561734e-10,-48.745953863238036,-40.095170588931175,8.770543461109355e-08,0.00045541182689570476,-1.1921453524464275e-11,5.0377306065564527e-11,-4.488720030337845e-06,-4.915634455926465e-06,-8.866489958678264e-12,-1.1644166566669636e-08,1.7049117173759591e-12,1.3560044274158386e-06,3.4719681996888736e-11,2.075578285349693e-06
46,-1.2013865772934917e-10,0.6439862952555008,-0.0026201112348275277,-3.1400135846612724,0.9348717850769792,0.001578501890717517,-1.2706615582498485e-12,-1.7370311335140887e-09,8.5825520561994e-09,-2.4617333555475556e-12,7.122272244197703e-09,3.274512570274578e-11,2.486236337986497e-11,2.156957361054701e-06,-1.9880414398043555e-07,5.097347519664001e-10,5.930268043297104e-07,-1.6004872280999186e-09,2.5364341781525253e-10,-48.74595418782886,-40.09517035234479,8.770542725240935e-08,0.0004554118286750403,-1.1908391861652146e-11,2.1552439196528966e-10,-48.745958471428224,-40.09517473426317,8.770330746668633e-08,0.00045540075230885666,-1.0101331278830386e-11,-3.8119025849962866e-11,-4.2835993667722505e-06,-4.381918380147454e-06,-2.1197857230188893e-12,-1.1076366183623843e-08,1.8070605828217602e-12,8.663504545853696e-07,-1.7846366614644287e-11,2.131254240614449e-06
47,-1.2014352051425542e-10,0.6439862952857103,-0.002620111202518355,-3.140013584661274,0.9348717851169509,0.0015785018908261689,-1.1670683775004112e-12,7.250291204213832e-09,7.754201456280918e-09,-3.3783855568755503e-13,9.593217262238163e-09,2.6076428918996118e-11,1.875701208415617e-11,1.689226615253503e-06,-1.7890198822367864e-07,3.816720369116157e-10,4.4008795774264087e-07,-1.3240125272193093e-09,1.8337803285838377e-10,-48.745958512663165,-40.09517451709875,8.770330154213852e-08,0.00045540076241623774,-1.009025653242189e-11,1.6155956773075353e-10,-48.74596253807748,-40.09517838663394,8.769755010135258e-08,0.00045539150720804247,-8.486484801583567e-12,-2.181846512763024e-11,-4.0254143129914155e-06,-3.86953519182498e-06,-5.7514407859437045e-12,-9.255208195267563e-09,1.603771730838323e-12,4.701982907827564e-07,-1.0637452725497553e-11,2.1239247095220165e-06
48,-1.2014805765659077e-10,0.6439862953452467,-0.0026201111733151197,-3.1400135846612685,0.934871785164563,0.0015785018909118343,-1.0889141604830938e-12,1.4288735434436761e-08,7.008776505348924e-09,1.2524615981108437e-12,1.1426917086165833e-08,2.055971005558233e-11,3.1292091164682924e-11,1.2999327839158248e-06,-1.7861134321561778e-07,-1.0476086469667079e-10,3.6445230250370386e-07,-1.4643160707421277e-09,1.320392351037089e-10,-48.74596235164949,-40.095178187534515,8.769755001180745e-08,0.0004553915237967521,-8.47709361905003e-12,2.5391796736504593e-10,-48.74596605504334,-40.09518157418309,8.768864229980827e-08,0.0004553840457008964,-7.759626154724933e-12,1.2187873226133703e-10,-3.7033938511399356e-06,-3.3866485722455764e-06,-8.907711999170282e-12,-7.478095855712689e-09,7.174674643250964e-13,1.9237780421343055e-07,6.95214472987065e-11,2.0386301472442945e-06
49,-1.201520515334545e-10,0.6439862954273513,-0.0026201111472127754,-3.140013584661265,0.9348717852185024,0.0015785018909720775,-9.58530447296915e-13,1.970512203408603e-08,6.26456257528385e-09,8.159579952080488e-13,1.2945468346597933e-08,1.4458393094156797e-11,2.4009976320410416e-11,9.449000556993603e-07,-1.6060607260781623e-07,1.2224987217196795e-10,2.1381660275654468e-07,-1.042698822791878e-09,2.2637473488538628e-10,-48.74596569035222,-40.09518139168444,8.768864731119645e-08,0.00045538406722842614,-7.751649378327662e-12,1.9334045371451406e-10,-48.74596911832197,-40.09518431879228,8.768832569487234e-08,0.0004553766989345299,-6.61250363050654e-12,-3.303428117087222e-11,-3.427969751612636e-06,-2.9271078361148284e-06,-3.2161632410824144e-13,-7.368293896250003e-09,1.1391457478211223e-12,-1.0912491554167356e-07,-1.9753477833282123e-11,1.988059315192485e-06
50,-1.2015562857045158e-10,0.6439862955258605,-0.002620111123898731,-3.1400135846612596,0.934871785276154,0.0015785018910142185,-8.584888792952049e-13,2.3642205599500032e-08,5.595370606084615e-09,1.3253324625912485e-12,1.3836370858083535e-08,1.0113814665857306e-11,1.2932636284485892e-11,6.339977184910417e-07,-1.3742969928731696e-07,3.1354610802256794e-10,7.776274874027322e-08,-6.166906519949542e-10,1.691043028623608e-10,-48.745968616505664,-40.095184153395984,8.768833225890668e-08,0.0004553767241550128,-6.605820097022736e-12,1.0336550235611483e-10,-48.7459717400213,-40.095186653253435,8.768765733560278e-08,0.00045537039206336514,-5.2260707322007334e-12,-6.573880050624596e-11,-3.123515632807994e-06,-2.499857451709886e-06,-6.74923303906352e-13,-6.332091647678548e-09,1.3797493648220023e-12,-3.3102917477289235e-07,-3.941980136024495e-11,1.893025880778194e-06
51,-1.2015898108251315e-10,0.6439862956353766,-0.002620111102970619,-3.1400135846612485,0.9348717853351556,0.001578501891045653,-8.046028947765137e-13,2.6283862759879373e-08,5.022746859054128e-09,2.6317745793519483e-12,1.4160382311168007e-08,7.544270282544997e-12,2.3026456789080512e-11,3.933436318326322e-07,-1.3679406107858227e-07,-1.2930354053100612e-10,4.842486411860136e-08,-7.864766878116353e-10,8.165826610048639e-11,-48.74597113857304,-40.09518650354186,8.768766563444921e-08,0.00045537041974978834,-5.2204893182377594e-12,1.7858548498290163e-10,-48.74597390964947,-40.095188616859055,8.768036484903128e-08,0.0004553660043679646,-4.650604223674901e-12,9.692721888241524e-11,-2.7710764314292646e-06,-2.1133171941301043e-06,-7.300785417928711e-12,-4.415381823726951e-09,5.698850945628587e-13,-4.3865525674698537e-07,5.230548239616969e-11,1.7305377558359667e-06
